year,product,Hs02 ID,PCI_hs02,Hs07 Product,PCI_hs07,Right4Char,component
2005,Electrical transformers (excl. dielectric) having a power handling cap. >1k ...,16850432,-0.225,,,850432,Power.Converter
2006,Electrical transformers (excl. dielectric) having a power handling cap. >1k ...,16850432,-0.038,,,850432,Power.Converter
2007,Electrical transformers (excl. dielectric) having a power handling cap. >1k ...,16850432,-0.142,,,850432,Power.Converter
2008,Electrical transformers (excl. dielectric) having a power handling cap. >1k ...,16850432,0.056,16850432,0.134397,850432,Power.Converter
2009,Electrical transformers (excl. dielectric) having a power handling cap. >1k ...,16850432,0.085,16850432,-0.026,850432,Power.Converter
2010,Electrical transformers (excl. dielectric) having a power handling cap. >1k ...,16850432,-0.179,16850432,-0.292,850432,Power.Converter
2011,Electrical transformers (excl. dielectric) having a power handling cap. >1k ...,16850432,-0.094,16850432,-0.141,850432,Power.Converter
2012,Electrical transformers (excl. dielectric) having a power handling cap. >1k ...,16850432,-0.189,16850432,-0.292,850432,Power.Converter
2013,Electrical transformers (excl. dielectric) having a power handling cap. >1k ...,16850432,-0.067,16850432,0.028,850432,Power.Converter
2014,Electrical transformers (excl. dielectric) having a power handling cap. >1k ...,16850432,-0.245,16850432,-0.265,850432,Power.Converter
2015,Electrical transformers (excl. dielectric) having a power handling cap. >1k ...,16850432,-0.192,16850432,-0.071,850432,Power.Converter
2016,Electrical transformers (excl. dielectric) having a power handling cap. >1k ...,16850432,-0.066,16850432,-0.038,850432,Power.Converter
2017,Electrical transformers (excl. dielectric) having a power handling cap. >1k ...,16850432,0.046,16850432,0.031,850432,Power.Converter
2003,Electrical transformers (excl. dielectric) having a power handling cap. >16 ...,16850433,0.0787869,,,850433,Power.Converter
2004,Electrical transformers (excl. dielectric) having a power handling cap. >16 ...,16850433,0.137,,,850433,Power.Converter
2005,Electrical transformers (excl. dielectric) having a power handling cap. >16 ...,16850433,-0.352,,,850433,Power.Converter
2006,Electrical transformers (excl. dielectric) having a power handling cap. >16 ...,16850433,-0.215,,,850433,Power.Converter
2007,Electrical transformers (excl. dielectric) having a power handling cap. >16 ...,16850433,-0.424,,,850433,Power.Converter
2008,Electrical transformers (excl. dielectric) having a power handling cap. >16 ...,16850433,-0.291,16850433,-0.258244,850433,Power.Converter
2009,Electrical transformers (excl. dielectric) having a power handling cap. >16 ...,16850433,0.005,16850433,-0.106,850433,Power.Converter
2010,Electrical transformers (excl. dielectric) having a power handling cap. >16 ...,16850433,-0.247,16850433,-0.306,850433,Power.Converter
2011,Electrical transformers (excl. dielectric) having a power handling cap. >16 ...,16850433,-0.009,16850433,0.011,850433,Power.Converter
2012,Electrical transformers (excl. dielectric) having a power handling cap. >16 ...,16850433,-0.034,16850433,-0.167,850433,Power.Converter
2013,Electrical transformers (excl. dielectric) having a power handling cap. >16 ...,16850433,-0.01,16850433,-0.215,850433,Power.Converter
2014,Electrical transformers (excl. dielectric) having a power handling cap. >16 ...,16850433,0.06,16850433,-0.143,850433,Power.Converter
2015,Electrical transformers (excl. dielectric) having a power handling cap. >16 ...,16850433,0.078,16850433,0.069,850433,Power.Converter
2016,Electrical transformers (excl. dielectric) having a power handling cap. >16 ...,16850433,-0.021,16850433,0.08,850433,Power.Converter
2017,Electrical transformers (excl. dielectric) having a power handling cap. >16 ...,16850433,0.135,16850433,0.129,850433,Power.Converter
2003,Static converters,16850440,-0.296708,,,850440,Power.Converter
2004,Static converters,16850440,-0.164,,,850440,Power.Converter
2005,Static converters,16850440,-0.035,,,850440,Power.Converter
2006,Static converters,16850440,0.149,,,850440,Power.Converter
2007,Static converters,16850440,0.163,,,850440,Power.Converter
2008,Static converters,16850440,0.306,16850440,0.165476,850440,Power.Converter
2009,Static converters,16850440,0.01,16850440,-0.021,850440,Power.Converter
2010,Static converters,16850440,0.401,16850440,0.408,850440,Power.Converter
2011,Static converters,16850440,0.779,16850440,0.765,850440,Power.Converter
2012,Static converters,16850440,1.209,16850440,1.174,850440,Power.Converter
2013,Static converters,16850440,1.057,16850440,1.057,850440,Power.Converter
2014,Static converters,16850440,0.829,16850440,0.827,850440,Power.Converter
2015,Static converters,16850440,0.908,16850440,0.872,850440,Power.Converter
2016,Static converters,16850440,1.015,16850440,0.987,850440,Power.Converter
2017,Static converters,16850440,0.943,16850440,0.927,850440,Power.Converter
2003,Parts of the machines of 85.04,16850490,-0.232675,,,850490,Power.Converter
2004,Parts of the machines of 85.04,16850490,0.264,,,850490,Power.Converter
2005,Parts of the machines of 85.04,16850490,0.38,,,850490,Power.Converter
2006,Parts of the machines of 85.04,16850490,0.497,,,850490,Power.Converter
2007,Parts of the machines of 85.04,16850490,0.602,,,850490,Power.Converter
2008,Parts of the machines of 85.04,16850490,0.618,16850490,0.464408,850490,Power.Converter
2009,Parts of the machines of 85.04,16850490,0.677,16850490,0.573,850490,Power.Converter
2010,Parts of the machines of 85.04,16850490,0.712,16850490,0.739,850490,Power.Converter
2011,Parts of the machines of 85.04,16850490,0.667,16850490,0.8,850490,Power.Converter
2012,Parts of the machines of 85.04,16850490,0.913,16850490,0.946,850490,Power.Converter
2013,Parts of the machines of 85.04,16850490,0.96,16850490,0.989,850490,Power.Converter
2014,Parts of the machines of 85.04,16850490,0.737,16850490,0.887,850490,Power.Converter
2015,Parts of the machines of 85.04,16850490,0.757,16850490,0.695,850490,Power.Converter
2016,Parts of the machines of 85.04,16850490,0.69,16850490,0.684,850490,Power.Converter
2017,Parts of the machines of 85.04,16850490,0.481,16850490,0.485,850490,Power.Converter
2003,Electrical apparatus for switching or protecting electrical circuits,168535,0.59382,,,8535,Power.Converter
2004,Electrical apparatus for switching or protecting electrical circuits,168535,0.863,,,8535,Power.Converter
2005,Electrical apparatus for switching or protecting electrical circuits,168535,0.565,,,8535,Power.Converter
2006,Electrical apparatus for switching or protecting electrical circuits,168535,0.277,,,8535,Power.Converter
2007,Electrical apparatus for switching or protecting electrical circuits,168535,0.644,,,8535,Power.Converter
2008,Electrical apparatus for switching or protecting electrical circuits,168535,0.431,168535,0.42134,8535,Power.Converter
2009,Electrical apparatus for switching or protecting electrical circuits,168535,0.456,168535,0.794,8535,Power.Converter
2010,Electrical apparatus for switching or protecting electrical circuits,168535,1,168535,0.978,8535,Power.Converter
2011,Electrical apparatus for switching or protecting electrical circuits,168535,0.726,168535,0.727,8535,Power.Converter
2012,Electrical apparatus for switching or protecting electrical circuits,168535,0.64,168535,0.665,8535,Power.Converter
2013,Electrical apparatus for switching or protecting electrical circuits,168535,0.735,168535,0.664,8535,Power.Converter
2014,Electrical apparatus for switching or protecting electrical circuits,168535,0.625,168535,0.531,8535,Power.Converter
2015,Electrical apparatus for switching or protecting electrical circuits,168535,0.688,168535,0.684,8535,Power.Converter
2016,Electrical apparatus for switching or protecting electrical circuits,168535,0.774,168535,0.768,8535,Power.Converter
2017,Electrical apparatus for switching or protecting electrical circuits,168535,0.916,168535,0.828,8535,Power.Converter
2003,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853710,0.436566,,,853710,Control.System
2004,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853710,0.856,,,853710,Control.System
2005,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853710,0.635,,,853710,Control.System
2006,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853710,0.606,,,853710,Control.System
2007,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853710,0.961,,,853710,Control.System
2008,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853710,0.923,16853710,0.708544,853710,Control.System
2009,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853710,0.737,16853710,0.675,853710,Control.System
2010,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853710,0.683,16853710,0.562,853710,Control.System
2011,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853710,0.436,16853710,0.473,853710,Control.System
2012,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853710,0.721,16853710,0.41,853710,Control.System
2013,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853710,0.524,16853710,0.318,853710,Control.System
2014,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853710,0.374,16853710,0.326,853710,Control.System
2015,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853710,0.456,16853710,0.435,853710,Control.System
2016,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853710,0.637,16853710,0.561,853710,Control.System
2017,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853710,0.518,16853710,0.513,853710,Control.System
2003,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853720,0.136289,,,853720,Control.System
2004,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853720,0.266,,,853720,Control.System
2005,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853720,0.526,,,853720,Control.System
2006,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853720,0.574,,,853720,Control.System
2007,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853720,0.711,,,853720,Control.System
2008,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853720,0.629,16853720,0.442117,853720,Control.System
2009,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853720,0.638,16853720,0.575,853720,Control.System
2010,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853720,0.374,16853720,0.246,853720,Control.System
2011,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853720,0.283,16853720,0.323,853720,Control.System
2012,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853720,0.586,16853720,0.497,853720,Control.System
2013,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853720,0.314,16853720,0.389,853720,Control.System
2014,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853720,0.327,16853720,0.251,853720,Control.System
2015,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853720,0.018,16853720,-0.019,853720,Control.System
2016,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853720,0.338,16853720,0.342,853720,Control.System
2017,"Boards, panels, consoles, desks, cabinets & oth. bases, equipped with 2/mor ...",16853720,0.304,16853720,0.335,853720,Control.System
2003,"Boards, panels, consoles, desks, cabinets & oth. bases for the gds. of 85.3 ...",16853810,0.770194,,,853810,Power.Converter
2004,"Boards, panels, consoles, desks, cabinets & oth. bases for the gds. of 85.3 ...",16853810,0.662,,,853810,Power.Converter
2005,"Boards, panels, consoles, desks, cabinets & oth. bases for the gds. of 85.3 ...",16853810,0.57,,,853810,Power.Converter
2006,"Boards, panels, consoles, desks, cabinets & oth. bases for the gds. of 85.3 ...",16853810,0.352,,,853810,Power.Converter
2007,"Boards, panels, consoles, desks, cabinets & oth. bases for the gds. of 85.3 ...",16853810,0.502,,,853810,Power.Converter
2008,"Boards, panels, consoles, desks, cabinets & oth. bases for the gds. of 85.3 ...",16853810,0.612,16853810,0.355196,853810,Power.Converter
2009,"Boards, panels, consoles, desks, cabinets & oth. bases for the gds. of 85.3 ...",16853810,0.129,16853810,0.048,853810,Power.Converter
2010,"Boards, panels, consoles, desks, cabinets & oth. bases for the gds. of 85.3 ...",16853810,0.214,16853810,0.2,853810,Power.Converter
2011,"Boards, panels, consoles, desks, cabinets & oth. bases for the gds. of 85.3 ...",16853810,0.216,16853810,0.233,853810,Power.Converter
2012,"Boards, panels, consoles, desks, cabinets & oth. bases for the gds. of 85.3 ...",16853810,0.281,16853810,0.249,853810,Power.Converter
2013,"Boards, panels, consoles, desks, cabinets & oth. bases for the gds. of 85.3 ...",16853810,0.206,16853810,0.203,853810,Power.Converter
2014,"Boards, panels, consoles, desks, cabinets & oth. bases for the gds. of 85.3 ...",16853810,0.19,16853810,0.223,853810,Power.Converter
2015,"Boards, panels, consoles, desks, cabinets & oth. bases for the gds. of 85.3 ...",16853810,0.072,16853810,0.14,853810,Power.Converter
2016,"Boards, panels, consoles, desks, cabinets & oth. bases for the gds. of 85.3 ...",16853810,0.201,16853810,0.199,853810,Power.Converter
2017,"Boards, panels, consoles, desks, cabinets & oth. bases for the gds. of 85.3 ...",16853810,0.362,16853810,0.372,853810,Power.Converter
2003,Parts suit. for use solely/princ. with the app. of 85.35/85.36/85.37 (excl. ...,16853890,0.72954,,,853890,Power.Converter
2004,Parts suit. for use solely/princ. with the app. of 85.35/85.36/85.37 (excl. ...,16853890,1.198,,,853890,Power.Converter
2005,Parts suit. for use solely/princ. with the app. of 85.35/85.36/85.37 (excl. ...,16853890,1.172,,,853890,Power.Converter
2006,Parts suit. for use solely/princ. with the app. of 85.35/85.36/85.37 (excl. ...,16853890,0.771,,,853890,Power.Converter
2007,Parts suit. for use solely/princ. with the app. of 85.35/85.36/85.37 (excl. ...,16853890,0.868,,,853890,Power.Converter
2008,Parts suit. for use solely/princ. with the app. of 85.35/85.36/85.37 (excl. ...,16853890,0.724,16853890,0.782682,853890,Power.Converter
2009,Parts suit. for use solely/princ. with the app. of 85.35/85.36/85.37 (excl. ...,16853890,0.789,16853890,0.855,853890,Power.Converter
2010,Parts suit. for use solely/princ. with the app. of 85.35/85.36/85.37 (excl. ...,16853890,0.789,16853890,0.784,853890,Power.Converter
2011,Parts suit. for use solely/princ. with the app. of 85.35/85.36/85.37 (excl. ...,16853890,0.834,16853890,0.909,853890,Power.Converter
2012,Parts suit. for use solely/princ. with the app. of 85.35/85.36/85.37 (excl. ...,16853890,0.532,16853890,0.857,853890,Power.Converter
2013,Parts suit. for use solely/princ. with the app. of 85.35/85.36/85.37 (excl. ...,16853890,1.048,16853890,1.094,853890,Power.Converter
2014,Parts suit. for use solely/princ. with the app. of 85.35/85.36/85.37 (excl. ...,16853890,1.054,16853890,1.031,853890,Power.Converter
2015,Parts suit. for use solely/princ. with the app. of 85.35/85.36/85.37 (excl. ...,16853890,1.019,16853890,0.934,853890,Power.Converter
2016,Parts suit. for use solely/princ. with the app. of 85.35/85.36/85.37 (excl. ...,16853890,1.104,16853890,1.102,853890,Power.Converter
2017,Parts suit. for use solely/princ. with the app. of 85.35/85.36/85.37 (excl. ...,16853890,1.008,16853890,1.025,853890,Power.Converter
2003,"Electricity meters, incl. calibrating meters therefor",18902830,0.0847203,,,902830,Control.System
2004,"Electricity meters, incl. calibrating meters therefor",18902830,0.127,,,902830,Control.System
2005,"Electricity meters, incl. calibrating meters therefor",18902830,0.086,,,902830,Control.System
2006,"Electricity meters, incl. calibrating meters therefor",18902830,-0.116,,,902830,Control.System
2007,"Electricity meters, incl. calibrating meters therefor",18902830,0.175,,,902830,Control.System
2008,"Electricity meters, incl. calibrating meters therefor",18902830,0.128,18902830,-0.0524586,902830,Control.System
2009,"Electricity meters, incl. calibrating meters therefor",18902830,0.119,18902830,-0.167,902830,Control.System
2010,"Electricity meters, incl. calibrating meters therefor",18902830,-0.069,18902830,-0.229,902830,Control.System
2011,"Electricity meters, incl. calibrating meters therefor",18902830,-0.163,18902830,-0.256,902830,Control.System
2012,"Electricity meters, incl. calibrating meters therefor",18902830,0.054,18902830,0.053,902830,Control.System
2013,"Electricity meters, incl. calibrating meters therefor",18902830,0.297,18902830,0.296,902830,Control.System
2014,"Electricity meters, incl. calibrating meters therefor",18902830,-0.106,18902830,-0.032,902830,Control.System
2015,"Electricity meters, incl. calibrating meters therefor",18902830,-0.433,18902830,0.087,902830,Control.System
2016,"Electricity meters, incl. calibrating meters therefor",18902830,-0.471,18902830,0.253,902830,Control.System
2017,"Electricity meters, incl. calibrating meters therefor",18902830,-0.602,18902830,-0.105,902830,Control.System
2003,Cathode-ray oscilloscopes & cathode-ray oscillographs,18903020,1.15886,,,903020,Control.System
2004,Cathode-ray oscilloscopes & cathode-ray oscillographs,18903020,0.453,,,903020,Control.System
2005,Cathode-ray oscilloscopes & cathode-ray oscillographs,18903020,0.375,,,903020,Control.System
2006,Cathode-ray oscilloscopes & cathode-ray oscillographs,18903020,0.335,,,903020,Control.System
2007,Cathode-ray oscilloscopes & cathode-ray oscillographs,18903020,0.541,,,903020,Control.System
2008,Cathode-ray oscilloscopes & cathode-ray oscillographs,18903020,0.905,18903020,1.16312,903020,Control.System
2009,Cathode-ray oscilloscopes & cathode-ray oscillographs,18903020,0.665,18903020,0.606,903020,Control.System
2010,Cathode-ray oscilloscopes & cathode-ray oscillographs,18903020,0.228,18903020,0.341,903020,Control.System
2011,Cathode-ray oscilloscopes & cathode-ray oscillographs,18903020,0.663,18903020,0.274,903020,Control.System
2012,Cathode-ray oscilloscopes & cathode-ray oscillographs,18903020,1.301,18903020,0.963,903020,Control.System
2013,Cathode-ray oscilloscopes & cathode-ray oscillographs,18903020,0.589,18903020,0.736,903020,Control.System
2014,Cathode-ray oscilloscopes & cathode-ray oscillographs,18903020,0.437,18903020,0.529,903020,Control.System
2015,Cathode-ray oscilloscopes & cathode-ray oscillographs,18903020,0.554,18903020,0.562,903020,Control.System
2016,Cathode-ray oscilloscopes & cathode-ray oscillographs,18903020,1.038,18903020,1.036,903020,Control.System
2017,Cathode-ray oscilloscopes & cathode-ray oscillographs,18903020,0.849,18903020,0.986,903020,Control.System
2003,Multimeters,18903031,0.0836755,,,903031,Control.System
2004,Multimeters,18903031,0.678,,,903031,Control.System
2005,Multimeters,18903031,0.665,,,903031,Control.System
2006,Multimeters,18903031,0.659,,,903031,Control.System
2007,Multimeters,18903031,0.505,,,903031,Control.System
2008,Multimeters,18903031,0.751,18903031,0.669799,903031,Control.System
2009,Multimeters,18903031,0.566,18903031,0.518,903031,Control.System
2010,Multimeters,18903031,0.828,18903031,0.812,903031,Control.System
2011,Multimeters,18903031,0.576,18903031,0.525,903031,Control.System
2012,Multimeters,18903031,0.154,18903031,0.153,903031,Control.System
2013,Multimeters,18903031,0.347,18903031,0.182,903031,Control.System
2014,Multimeters,18903031,0.504,18903031,0.497,903031,Control.System
2015,Multimeters,18903031,0.244,18903031,0.237,903031,Control.System
2016,Multimeters,18903031,0.856,18903031,0.861,903031,Control.System
2017,Multimeters,18903031,0.817,18903031,0.813,903031,Control.System
2003,Instruments & app. for meas./checking voltage/current/resistance/power (exc ...,18903039,1.15062,,,903039,Control.System
2004,Instruments & app. for meas./checking voltage/current/resistance/power (exc ...,18903039,1.169,,,903039,Control.System
2005,Instruments & app. for meas./checking voltage/current/resistance/power (exc ...,18903039,1.035,,,903039,Control.System
2006,Instruments & app. for meas./checking voltage/current/resistance/power (exc ...,18903039,1.115,,,903039,Control.System
2007,Instruments & app. for meas./checking voltage/current/resistance/power (exc ...,18903039,1.662,,,903039,Control.System
2008,Instruments & app. for meas./checking voltage/current/resistance/power (exc ...,18903039,1.171,18903039,1.33446,903039,Control.System
2009,Instruments & app. for meas./checking voltage/current/resistance/power (exc ...,18903039,1.4,18903039,0.961,903039,Control.System
2010,Instruments & app. for meas./checking voltage/current/resistance/power (exc ...,18903039,1.679,18903039,1.614,903039,Control.System
2011,Instruments & app. for meas./checking voltage/current/resistance/power (exc ...,18903039,0.925,18903039,1.59,903039,Control.System
2012,Instruments & app. for meas./checking voltage/current/resistance/power (exc ...,18903039,1.4,18903039,0.977,903039,Control.System
2013,Instruments & app. for meas./checking voltage/current/resistance/power (exc ...,18903039,1.082,18903039,1.136,903039,Control.System
2014,Instruments & app. for meas./checking voltage/current/resistance/power (exc ...,18903039,1.186,18903039,1.185,903039,Control.System
2015,Instruments & app. for meas./checking voltage/current/resistance/power (exc ...,18903039,1.141,18903039,0.847,903039,Control.System
2016,Instruments & app. for meas./checking voltage/current/resistance/power (exc ...,18903039,1.351,18903039,0.833,903039,Control.System
2017,Instruments & app. for meas./checking voltage/current/resistance/power (exc ...,18903039,1.079,18903039,1.164,903039,Control.System
2003,"Automatic regulating/controlling instr. & app., n.e.s. in 90.32",18903289,1.33013,,,903289,Control.System
2004,"Automatic regulating/controlling instr. & app., n.e.s. in 90.32",18903289,1.542,,,903289,Control.System
2005,"Automatic regulating/controlling instr. & app., n.e.s. in 90.32",18903289,1.269,,,903289,Control.System
2006,"Automatic regulating/controlling instr. & app., n.e.s. in 90.32",18903289,1.394,,,903289,Control.System
2007,"Automatic regulating/controlling instr. & app., n.e.s. in 90.32",18903289,1.304,,,903289,Control.System
2008,"Automatic regulating/controlling instr. & app., n.e.s. in 90.32",18903289,1.125,18903289,0.970507,903289,Control.System
2009,"Automatic regulating/controlling instr. & app., n.e.s. in 90.32",18903289,1.394,18903289,1.272,903289,Control.System
2010,"Automatic regulating/controlling instr. & app., n.e.s. in 90.32",18903289,1.302,18903289,1.294,903289,Control.System
2011,"Automatic regulating/controlling instr. & app., n.e.s. in 90.32",18903289,1.394,18903289,1.326,903289,Control.System
2012,"Automatic regulating/controlling instr. & app., n.e.s. in 90.32",18903289,1.243,18903289,1.212,903289,Control.System
2013,"Automatic regulating/controlling instr. & app., n.e.s. in 90.32",18903289,1.368,18903289,1.365,903289,Control.System
2014,"Automatic regulating/controlling instr. & app., n.e.s. in 90.32",18903289,1.305,18903289,1.31,903289,Control.System
2015,"Automatic regulating/controlling instr. & app., n.e.s. in 90.32",18903289,1.189,18903289,1.161,903289,Control.System
2016,"Automatic regulating/controlling instr. & app., n.e.s. in 90.32",18903289,1.243,18903289,1.176,903289,Control.System
2017,"Automatic regulating/controlling instr. & app., n.e.s. in 90.32",18903289,1.179,18903289,1.21,903289,Control.System